Date : 2024-01-29 03:10:16
Directory : /Users/darrellparkhouse/projects/angular/kaylios
Total : 161 files,  17875 codes, 114 comments, 884 blanks, all 18873 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/app.component.html                                        | HTML               |          1 |          0 |          7 |          8 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/app.component.scss                                        | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/app.component.spec.ts                                     | TypeScript         |         25 |          0 |          5 |         30 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/app.component.ts                                          | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/app.module.ts                                             | TypeScript         |         66 |          0 |          4 |         70 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/check-email/check-email.component.html                    | HTML               |         22 |          0 |          4 |         26 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/check-email/check-email.component.scss                    | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/check-email/check-email.component.spec.ts                 | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/check-email/check-email.component.ts                      | TypeScript         |          8 |          1 |          3 |         12 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/contact-me/contact-me.component.html                      | HTML               |         58 |          0 |          2 |         60 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/contact-me/contact-me.component.scss                      | SCSS               |         65 |          1 |         12 |         78 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/contact-me/contact-me.component.spec.ts                   | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/contact-me/contact-me.component.ts                        | TypeScript         |         39 |          0 |          8 |         47 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/custom-checkbox/custom-checkbox.component.html            | HTML               |          5 |          0 |          1 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/custom-checkbox/custom-checkbox.component.scss            | SCSS               |         13 |          0 |          1 |         14 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/custom-checkbox/custom-checkbox.component.spec.ts         | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/custom-checkbox/custom-checkbox.component.ts              | TypeScript         |         12 |          0 |          3 |         15 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/footer/footer.component.html                              | HTML               |         72 |          0 |          1 |         73 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/footer/footer.component.scss                              | SCSS               |         30 |          0 |          6 |         36 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/footer/footer.component.spec.ts                           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/footer/footer.component.ts                                | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/forgot-password/forgot-password.component.html            | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/forgot-password/forgot-password.component.scss            | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/forgot-password/forgot-password.component.spec.ts         | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/forgot-password/forgot-password.component.ts              | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_base.scss                                  | SCSS               |          4 |          0 |          0 |          4 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_icons.scss                                 | SCSS               |          5 |          0 |          2 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_mixins.scss                                | SCSS               |         53 |          0 |          6 |         59 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_sections.scss                              | SCSS               |          3 |          0 |          0 |          3 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_typography.scss                            | SCSS               |         50 |          0 |         12 |         62 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/global-styles/_vars.scss                                  | SCSS               |          8 |          0 |          2 |         10 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/header/header.component.html                              | HTML               |         34 |          0 |          3 |         37 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/header/header.component.scss                              | SCSS               |         87 |          4 |         20 |        111 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/header/header.component.spec.ts                           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/header/header.component.ts                                | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/home/home.component.html                                  | HTML               |          1 |          0 |          0 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/home/home.component.scss                                  | SCSS               |          1 |          0 |          0 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/home/home.component.spec.ts                               | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/home/home.component.ts                                    | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/login/login.component.html                                | HTML               |         28 |          0 |          2 |         30 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/login/login.component.scss                                | SCSS               |         57 |          2 |          8 |         67 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/login/login.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/login/login.component.ts                                  | TypeScript         |         22 |          0 |          5 |         27 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/newsletter-form-data.ts                            | TypeScript         |          7 |          0 |          0 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/note.ts                                            | TypeScript         |          7 |          0 |          0 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/portfolio-item.ts                                  | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/search-results.ts                                  | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/simple-form-data.ts                                | TypeScript         |          6 |          0 |          0 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/user-roles.ts                                      | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/models/user.ts                                            | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/newsletter/newsletter.component.html                      | HTML               |         24 |          0 |          0 |         24 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/newsletter/newsletter.component.scss                      | SCSS               |         46 |          0 |         10 |         56 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/newsletter/newsletter.component.spec.ts                   | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/newsletter/newsletter.component.ts                        | TypeScript         |         41 |          0 |         10 |         51 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/add-note/add-note.component.html                    | HTML               |         29 |          0 |          3 |         32 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/add-note/add-note.component.scss                    | SCSS               |         47 |          1 |          6 |         54 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/add-note/add-note.component.spec.ts                 | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/add-note/add-note.component.ts                      | TypeScript         |         15 |          0 |          4 |         19 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/edit-note/edit-note.component.html                  | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/edit-note/edit-note.component.scss                  | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/edit-note/edit-note.component.spec.ts               | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/edit-note/edit-note.component.ts                    | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes-table/notes-table.component.html              | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes-table/notes-table.component.scss              | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes-table/notes-table.component.spec.ts           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes-table/notes-table.component.ts                | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes.component.html                                | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes.component.scss                                | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/notes/notes.component.ts                                  | TypeScript         |         15 |          0 |          4 |         19 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/otp-check-email/otp-check-email.component.html            | HTML               |         38 |          2 |          6 |         46 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/otp-check-email/otp-check-email.component.scss            | SCSS               |         91 |          0 |         23 |        114 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/otp-check-email/otp-check-email.component.spec.ts         | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/otp-check-email/otp-check-email.component.ts              | TypeScript         |         22 |          1 |          4 |         27 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio-item/portfolio-item.component.html    | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio-item/portfolio-item.component.scss    | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio-item/portfolio-item.component.spec.ts | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio-item/portfolio-item.component.ts      | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio.component.html                        | HTML               |          1 |          0 |          2 |          3 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio.component.scss                        | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio.component.spec.ts                     | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/portfolio/portfolio.component.ts                          | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/register/register.component.html                          | HTML               |         34 |          0 |          3 |         37 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/register/register.component.scss                          | SCSS               |         55 |          0 |          7 |         62 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/register/register.component.spec.ts                       | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/register/register.component.ts                            | TypeScript         |         43 |          0 |          7 |         50 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/reset-password/reset-password.component.html              | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/reset-password/reset-password.component.scss              | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/reset-password/reset-password.component.spec.ts           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/reset-password/reset-password.component.ts                | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search-results/search-results.component.html              | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search-results/search-results.component.scss              | SCSS               |          4 |          0 |          0 |          4 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search-results/search-results.component.spec.ts           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search-results/search-results.component.ts                | TypeScript         |         10 |          0 |          1 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search/search.component.html                              | HTML               |          6 |          0 |          1 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search/search.component.scss                              | SCSS               |          6 |          0 |          1 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search/search.component.spec.ts                           | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/search/search.component.ts                                | TypeScript         |         27 |          1 |          5 |         33 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/auth.service.spec.ts                             | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/auth.service.ts                                  | TypeScript         |         26 |          0 |          7 |         33 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/email.service.spec.ts                            | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/email.service.ts                                 | TypeScript         |         22 |          0 |          4 |         26 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/follower.service.spec.ts                         | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/follower.service.ts                              | TypeScript         |          7 |          0 |          3 |         10 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/friends.service.spec.ts                          | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/friends.service.ts                               | TypeScript         |          7 |          0 |          3 |         10 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/newsletter.service.spec.ts                       | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/newsletter.service.ts                            | TypeScript         |         14 |          0 |          3 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/notes.service.spec.ts                            | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/notes.service.ts                                 | TypeScript         |          7 |          0 |          3 |         10 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/user.service.spec.ts                             | TypeScript         |         12 |          0 |          5 |         17 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/services/user.service.ts                                  | TypeScript         |         12 |          0 |          2 |         14 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/edit-user/edit-user.component.html                   | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/edit-user/edit-user.component.scss                   | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/edit-user/edit-user.component.spec.ts                | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/edit-user/edit-user.component.ts                     | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user-list/user-list.component.html                   | HTML               |         41 |          0 |          3 |         44 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user-list/user-list.component.scss                   | SCSS               |         28 |          1 |          6 |         35 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user-list/user-list.component.spec.ts                | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user-list/user-list.component.ts                     | TypeScript         |         17 |          0 |          1 |         18 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user.component.html                                  | HTML               |          1 |          0 |          1 |          2 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user.component.scss                                  | SCSS               |          0 |          0 |          1 |          1 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user.component.spec.ts                               | TypeScript         |         17 |          0 |          5 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/app/user/user.component.ts                                    | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/assets/icons/check-email-icon.svg                             | XML                |          5 |          0 |          1 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/assets/icons/checked.svg                                      | XML                |          5 |          0 |          1 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/assets/icons/email-icon.svg                                   | XML                |          5 |          0 |          1 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/assets/icons/logo.svg                                         | XML                |         75 |          0 |          1 |         76 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/index.html                                                    | HTML               |         13 |          0 |          1 |         14 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/main.ts                                                       | TypeScript         |          4 |          0 |          4 |          8 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/src/styles.scss                                                   | SCSS               |         15 |          3 |          5 |         23 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.app.json                                                 | JSON               |         13 |          1 |          1 |         15 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.json                                                     | JSON with Comments |         32 |          1 |          1 |         34 |
| /Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.spec.json                                                | JSON               |         13 |          1 |          1 |         15 |
| /Users/darrellparkhouse/projects/angular/kaylios/docs/controllers.md                                                      | Markdown           |        431 |          0 |        109 |        540 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/.env                                                              | Properties         |          3 |          0 |          0 |          3 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/follow_system.controller.js                           | JavaScript         |          8 |          0 |          4 |         12 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/newsletter.controller.js                              | JavaScript         |         80 |         18 |         23 |        121 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/notes.controller.js                                   | JavaScript         |        141 |          0 |         30 |        171 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/relation.controller.js                                | JavaScript         |        234 |          8 |         57 |        299 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/search.controller.js                                  | JavaScript         |        109 |          0 |         31 |        140 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/controllers/user.controller.js                                    | JavaScript         |        121 |          0 |         29 |        150 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/database/db.sql                                                   | SQL                |         87 |          0 |         14 |        101 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/models/group.ts                                                   | TypeScript         |          4 |          0 |          2 |          6 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/models/user.ts                                                    | TypeScript         |          4 |          0 |          0 |          4 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/models/video.ts                                                   | TypeScript         |          5 |          0 |          0 |          5 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/package-lock.json                                                 | JSON               |        834 |          0 |          1 |        835 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/package.json                                                      | JSON               |         21 |          0 |          1 |         22 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/routes/notes.mjs                                                  | JavaScript         |         16 |          3 |          5 |         24 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/routes/relation.mjs                                               | JavaScript         |         22 |          1 |          5 |         28 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/routes/search.mjs                                                 | JavaScript         |        155 |         38 |         38 |        231 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/routes/user.mjs                                                   | JavaScript         |         82 |         18 |         21 |        121 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/server.mjs                                                        | JavaScript         |         30 |          5 |          9 |         44 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/utility/send-emails.js                                            | JavaScript         |          5 |          0 |          2 |          7 |
| /Users/darrellparkhouse/projects/angular/kaylios/server/utility/utility.mjs                                               | JavaScript         |         59 |          3 |          8 |         70 |
| Total                                                                                                                     |                    |     17,875 |        114 |        884 |     18,873 |
+---------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
